COD_CLIENTE;DATA_CADASTRO;DATA_NASCIMENTO;CELULAR_VALIDO;E_MAIL_VALIDO;OPT_OUT;Idade;Faixa_Idade;DATA_PRIMEIRA_COMPRA;DIAS_ATE_1A_COMPRA
40363099;22/01/2025;09/07/2000;Não;Sim;Não;24;21 a 30;22/01/2025;0
37466887;12/01/2025;02/10/1983;Não;Sim;Não;41;41 a 50;12/01/2025;0
40181009;27/11/2024;29/12/1990;Não;Sim;Não;34;31 a 40;20/01/2025;54
39963672;19/09/2024;09/02/1996;Não;Sim;Não;29;21 a 30;15/03/2025;177
39402757;28/03/2024;29/09/2003;Não;Sim;Não;21;21 a 30;16/04/2025;384
40557797;07/05/2024;20/11/1993;Não;Sim;Não;31;31 a 40;18/01/2025;256
40384043;30/01/2025;17/04/1969;Não;Sim;Não;56;>=51;30/01/2025;0
61019339;27/02/2025;12/11/1987;Não;Sim;Não;37;31 a 40;27/02/2025;0
39679385;23/06/2024;15/02/2003;Não;Sim;Não;22;21 a 30;08/01/2025;199
40609261;18/03/2025;06/11/1997;Não;Sim;Não;27;21 a 30;18/03/2025;0
40403384;25/03/2025;06/07/1996;Não;Sim;Sim;28;21 a 30;25/03/2025;0
36691115;23/04/2025;06/07/1980;Não;Sim;Não;44;41 a 50;23/04/2025;0
40191291;30/12/2024;28/11/1996;Não;Sim;Não;28;21 a 30;06/01/2025;7
40430613;15/02/2025;14/01/1998;Não;Sim;Não;27;21 a 30;15/02/2025;0
39757678;17/07/2024;09/05/1998;Não;Sim;Sim;27;21 a 30;02/01/2025;169
39377180;20/03/2024;17/12/1997;Não;Sim;Não;27;21 a 30;25/01/2025;311
51009443;02/01/2025;21/09/1983;Não;Sim;Não;41;41 a 50;02/01/2025;0
39395552;26/03/2024;09/09/1992;Não;Sim;Não;32;31 a 40;09/01/2025;289
40317632;07/01/2025;23/09/2003;Não;Sim;Não;21;21 a 30;03/01/2025;-4
38305347;21/12/2024;20/04/2000;Não;Sim;Não;25;21 a 30;02/02/2025;43
39559859;08/08/2024;20/07/1996;Não;Sim;Não;28;21 a 30;13/01/2025;158
61005275;10/02/2025;09/10/1967;Sim;Sim;Não;57;>=51;10/02/2025;0
40445119;20/02/2025;28/04/1980;Não;Sim;Não;45;41 a 50;28/02/2025;8
40128871;12/11/2024;20/11/1989;Não;Sim;Não;35;31 a 40;13/01/2025;62
40266848;21/12/2024;16/05/1996;Não;Sim;Não;29;21 a 30;01/04/2025;101
40052188;17/03/2025;12/10/1998;Não;Sim;Não;26;21 a 30;17/03/2025;0
39420388;03/04/2024;02/08/1976;Não;Sim;Não;48;41 a 50;13/01/2025;285
39702834;01/07/2024;06/03/1976;Não;Sim;Sim;49;41 a 50;01/03/2025;243
40360035;21/01/2025;03/08/1991;Não;Sim;Não;33;31 a 40;21/01/2025;0
40388367;31/01/2025;12/08/1975;Não;Sim;Não;49;41 a 50;02/02/2025;2
39903974;31/08/2024;30/07/1990;Não;Sim;Sim;34;31 a 40;20/01/2025;142
39399117;27/03/2024;01/11/1983;Não;Sim;Não;41;41 a 50;08/04/2025;377
38136219;18/06/2024;29/01/2004;Não;Sim;Sim;21;21 a 30;22/04/2025;308
39814932;15/11/2024;30/08/1979;Não;Sim;Não;45;41 a 50;16/02/2025;93
39167233;01/06/2024;20/09/1962;Não;Sim;Não;62;>=51;17/02/2025;261
38958816;11/01/2024;11/03/1980;Não;Sim;Não;45;41 a 50;02/02/2025;388
39142594;10/01/2024;26/04/1997;Não;Sim;Não;28;21 a 30;14/02/2025;401
38885240;28/09/2024;29/03/1988;Não;Sim;Não;37;31 a 40;08/04/2025;192
39334060;16/06/2024;12/03/1987;Não;Sim;Não;38;31 a 40;16/01/2025;214
39453311;14/04/2024;28/10/2004;Não;Sim;Não;20;<=20;12/01/2025;273
39334128;07/03/2024;05/01/1990;Não;Sim;Não;35;31 a 40;08/03/2025;366
40262854;19/12/2024;08/01/1996;Não;Sim;Sim;29;21 a 30;20/04/2025;122
39301830;26/02/2024;19/10/1971;Não;Sim;Não;53;>=51;18/03/2025;386
40401988;05/02/2025;20/07/1988;Não;Sim;Não;36;31 a 40;05/02/2025;0
40296496;30/12/2024;26/07/1983;Não;Sim;Não;41;41 a 50;05/01/2025;6
39453099;13/04/2024;24/01/2000;Não;Sim;Não;25;21 a 30;21/02/2025;314
40323601;08/01/2025;20/05/1978;Não;Sim;Não;47;41 a 50;08/01/2025;0
40291948;28/12/2024;13/08/1976;Não;Sim;Sim;48;41 a 50;13/04/2025;106
36260463;07/04/2025;15/10/1988;Não;Sim;Não;36;31 a 40;07/04/2025;0
38095156;28/02/2024;16/05/1995;Não;Sim;Não;30;21 a 30;27/02/2025;365
40425138;12/02/2025;08/12/1999;Não;Sim;Não;25;21 a 30;12/02/2025;0
40511297;17/03/2024;06/11/2000;Não;Sim;Não;24;21 a 30;27/01/2025;316
39704480;01/07/2024;17/10/1997;Não;Sim;Não;27;21 a 30;10/02/2025;224
40026338;11/10/2024;12/04/1989;Não;Sim;Não;36;31 a 40;03/01/2025;84
39417815;06/05/2024;20/09/2002;Não;Sim;Não;22;21 a 30;08/01/2025;247
39965172;20/09/2024;05/10/1975;Não;Sim;Não;49;41 a 50;13/02/2025;146
40000300;04/10/2024;16/06/1999;Não;Sim;Não;26;21 a 30;14/04/2025;192
40639103;28/03/2025;20/04/1980;Não;Sim;Não;45;41 a 50;28/03/2025;0
39739753;11/07/2024;04/09/1997;Não;Sim;Não;27;21 a 30;10/01/2025;183
40332278;11/01/2025;16/09/1993;Não;Sim;Não;31;31 a 40;11/01/2025;0
40288722;28/12/2024;27/12/1998;Não;Sim;Sim;26;21 a 30;29/01/2025;32
39209605;13/05/2024;06/11/2005;Não;Sim;Não;19;<=20;09/02/2025;272
40152256;09/04/2025;12/10/2001;Não;Sim;Não;23;21 a 30;09/04/2025;0
40075050;02/11/2024;06/09/2003;Não;Sim;Não;21;21 a 30;11/01/2025;70
40602443;14/03/2025;25/04/2004;Não;Sim;Não;21;21 a 30;14/03/2025;0
39239090;07/02/2024;27/09/1986;Não;Sim;Não;38;31 a 40;03/01/2025;331
39726327;07/07/2024;29/10/1988;Não;Sim;Não;36;31 a 40;08/01/2025;185
39881113;04/11/2024;04/07/1999;Não;Sim;Não;25;21 a 30;04/01/2025;61
39965056;20/09/2024;18/08/1982;Não;Sim;Não;42;41 a 50;02/01/2025;104
40414884;09/02/2025;01/11/2000;Não;Sim;Não;24;21 a 30;09/02/2025;0
40036845;18/10/2024;20/04/2004;Não;Sim;Não;21;21 a 30;08/01/2025;82
40296562;30/12/2024;06/10/1971;Não;Sim;Não;53;>=51;10/01/2025;11
39768198;20/07/2024;25/11/1981;Não;Sim;Não;43;41 a 50;04/01/2025;168
39685555;25/06/2024;25/10/1991;Não;Sim;Sim;33;31 a 40;03/01/2025;192
40579460;10/03/2025;04/05/1995;Não;Sim;Não;30;21 a 30;10/03/2025;0
40168540;21/12/2024;14/09/1978;Não;Sim;Não;46;41 a 50;02/02/2025;43
40223470;07/12/2024;27/05/1998;Não;Sim;Não;27;21 a 30;03/01/2025;27
36173377;04/04/2025;20/02/1998;Não;Sim;Não;27;21 a 30;04/04/2025;0
36520194;13/04/2025;21/03/2007;Não;Sim;Não;18;<=20;13/04/2025;0
40418183;10/02/2025;07/03/1996;Não;Sim;Não;29;21 a 30;10/02/2025;0
40219183;06/12/2024;21/05/1965;Não;Sim;Não;60;>=51;03/01/2025;28
39784471;25/07/2024;27/01/1983;Não;Sim;Não;42;41 a 50;21/01/2025;180
61020667;28/02/2025;12/03/2001;Não;Sim;Sim;24;21 a 30;28/02/2025;0
40434894;24/03/2025;20/09/1985;Não;Sim;Não;39;31 a 40;24/03/2025;0
39464707;10/06/2024;16/05/1961;Não;Sim;Não;64;>=51;12/01/2025;216
39919351;05/09/2024;30/11/1983;Não;Sim;Não;41;41 a 50;17/01/2025;134
40226490;08/12/2024;25/02/1954;Não;Sim;Não;71;>=51;08/03/2025;90
36653682;22/04/2025;05/02/1998;Não;Sim;Sim;27;21 a 30;22/04/2025;0
39680601;13/11/2024;06/04/2000;Não;Sim;Não;25;21 a 30;20/01/2025;68
39551055;15/05/2024;19/10/2001;Não;Sim;Não;23;21 a 30;15/04/2025;335
39166682;17/01/2024;29/12/2004;Não;Sim;Sim;20;<=20;21/01/2025;370
40621884;22/03/2025;11/08/1994;Não;Sim;Não;30;21 a 30;22/03/2025;0
40354772;19/01/2025;26/04/1972;Não;Sim;Não;53;>=51;19/01/2025;0
40247612;22/12/2024;12/11/1969;Não;Sim;Não;55;>=51;20/02/2025;60
36011826;29/03/2025;14/01/1976;Não;Sim;Sim;49;41 a 50;29/03/2025;0
39769371;20/07/2024;22/02/1998;Não;Sim;Não;27;21 a 30;27/02/2025;222
39441892;10/04/2024;13/04/2002;Não;Sim;Não;23;21 a 30;05/01/2025;270
40467689;01/03/2025;21/10/1965;Não;Sim;Não;59;>=51;01/03/2025;0
39546359;15/05/2024;06/08/1965;Não;Sim;Não;59;>=51;09/02/2025;270
36589157;23/04/2025;17/10/1996;Não;Sim;Não;28;21 a 30;23/04/2025;0
